Gene,Disease,MOI,"Expert Panel",SOP,Classification,"Last Eval."
SLC26A5,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Limited,12/19/2017
SLC2A1,"GLUT1 deficiency syndrome",AD,"Intellectual Disability and Autism",SOP6,Definitive,04/18/2019
SLC2A10,"familial thoracic aortic aneurysm and aortic dissection",AD,"Familial Thoracic Aortic Aneurysm and Dissection",SOP4,Limited,04/17/2016
SLC36A2,iminoglycinuria,AR,Aminoacidopathy,SOP7,Limited,03/13/2020
SLC39A8,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Limited,11/23/2020
SLC3A1,"cystinuria (disease)",AR,Aminoacidopathy,SOP7,Definitive,06/29/2020
SLC44A4,"nonsyndromic genetic deafness",AD,"Hearing Loss",SOP6,Limited,04/24/2018
SLC52A1,"maternal riboflavin deficiency",AD,"Fatty Acid Oxidation Disorders",SOP6,Limited,09/25/2018
SLC52A2,"brown-Vialetto-van Laere syndrome 2",AR,"Hearing Loss",SOP6,Definitive,07/09/2018
SLC52A3,"obsolete Brown-Vialetto-van Laere syndrome",AR,"Hearing Loss",SOP6,Definitive,09/18/2018
SLC6A19,"Hartnup disease",AR,Aminoacidopathy,SOP7,Definitive,05/07/2020
SLC6A4,"autism spectrum disorder",AD,"Intellectual Disability and Autism",SOP8,Disputed,01/06/2021
SLC6A8,"creatine transporter deficiency",XL,Aminoacidopathy,SOP7,Definitive,02/10/2020
SLC7A7,"lysinuric protein intolerance",AR,Aminoacidopathy,SOP7,Definitive,11/08/2019
SLC7A9,"cystinuria (disease)",AR,Aminoacidopathy,SOP7,Definitive,06/29/2020
SLC9A6,"Christianson syndrome",XL,"Rett and Angelman-like Disorders",SOP5,Definitive,05/02/2018
SLITRK6,"high myopia-sensorineural deafness syndrome",AR,"Hearing Loss",SOP7,Definitive,04/21/2020
SLMAP,"Brugada syndrome",AD,"Brugada Syndrome",SOP5,Disputed,11/21/2017
SLX4,"hereditary breast carcinoma",AD,"Breast/Ovarian Cancer",SOP4,Limited,03/08/2017
SLX4,"familial ovarian cancer",AD,"Breast/Ovarian Cancer",SOP4,"No Known Disease Relationship",03/08/2017
SMAD2,"familial thoracic aortic aneurysm and aortic dissection",AD,"Familial Thoracic Aortic Aneurysm and Dissection",SOP4,Moderate,04/10/2017
SMAD3,"aneurysm-osteoarthritis syndrome",AD,"General Gene Curation",SOP4,Definitive,12/01/2016
SMAD3,"familial thoracic aortic aneurysm and aortic dissection",AD,"Familial Thoracic Aortic Aneurysm and Dissection",SOP4,Definitive,12/22/2016
SMAD4,"generalized juvenile polyposis/juvenile polyposis coli",AD,"Colon Cancer",SOP4,Definitive,06/26/2017
SMARCA1,"Coffin-Siris syndrome",AD,"General Gene Curation",SOP4,Moderate,11/15/2016
SMARCA2,"intellectual disability-sparse hair-brachydactyly syndrome",AD,"Intellectual Disability and Autism",SOP7,Definitive,02/26/2021
SMARCA4,"hereditary nonpolyposis colon cancer",AD,"Colon Cancer",SOP4,Limited,05/08/2017
SMARCA4,"Coffin-Siris syndrome",AD,"Intellectual Disability and Autism",SOP7,Definitive,06/17/2020
SMARCA4,"rhabdoid tumor predisposition syndrome 2",AD,"Hereditary Cancer",SOP5,Definitive,06/29/2018
SMARCB1,"rhabdoid tumor predisposition syndrome 1",AD,"Hereditary Cancer",SOP6,Definitive,10/12/2018
SMARCE1,"familial meningioma",AD,"Hereditary Cancer",SOP7,Definitive,07/30/2020
SMC1A,"complex neurodevelopmental disorder",XL,"Intellectual Disability and Autism",SOP6,Definitive,06/19/2019
SMC3,"Cornelia de Lange syndrome",AD,"Intellectual Disability and Autism",SOP7,Definitive,04/07/2020
SMPX,"nonsyndromic genetic deafness",XL,"Hearing Loss",SOP6,Definitive,09/12/2017
SMS,"syndromic X-linked intellectual disability Snyder type",XL,"Intellectual Disability and Autism",SOP5,Definitive,05/16/2018
SNAI2,"Waardenburg syndrome",AR,"Hearing Loss",SOP5,Limited,08/23/2018
SNTA1,"long QT syndrome",AD,"Long QT Syndrome",SOP7,Disputed,04/24/2020
SOS1,"Noonan syndrome",AD,RASopathy,SOP5,Definitive,07/24/2018
SOS1,"Costello syndrome",AD,RASopathy,SOP5,Disputed,07/24/2018
SOS1,"cardiofaciocutaneous syndrome",AD,RASopathy,SOP5,Disputed,06/01/2018
SOS2,"Noonan syndrome",AD,RASopathy,SOP8,Definitive,08/27/2020
SOX10,"Waardenburg syndrome type 4C",AD,"Hearing Loss",SOP6,Definitive,06/19/2018
SOX9,"isolated Pierre-Robin syndrome",AD,"Skeletal Disorders",SOP7,Limited,09/16/2020
SOX9,"Cooks syndrome",AD,"Skeletal Disorders",SOP7,Limited,09/16/2020
SOX9,"campomelic dysplasia",AD,"Skeletal Disorders",SOP7,Definitive,06/01/2020
SPEG,"myopathy, centronuclear, 5",AR,"Congenital Myopathies",SOP7,Definitive,01/12/2020
SPRED1,"Legius syndrome",AD,RASopathy,SOP6,Definitive,01/24/2019
SPTAN1,"undetermined early-onset epileptic encephalopathy",AD,Epilepsy,SOP6,Definitive,01/17/2019
SQOR,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Limited,01/21/2021
SRPX2,"rolandic epilepsy-speech dyspraxia syndrome",XL,Epilepsy,SOP5,Disputed,07/19/2018
ST3GAL3,"complex neurodevelopmental disorder",AR,"Intellectual Disability and Autism",SOP7,Moderate,06/03/2020
STAC3,"Bailey-Bloch congenital myopathy",AR,"Congenital Myopathies",SOP7,Definitive,04/25/2020
STK11,"familial ovarian cancer",AD,"Breast/Ovarian Cancer",SOP4,"No Known Disease Relationship",10/26/2016
STK11,"Peutz-Jeghers syndrome",AD,"Colon Cancer",SOP4,Definitive,02/22/2017
STRC,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Definitive,12/19/2017
STXBP1,"infantile epilepsy syndrome",AD,Epilepsy,SOP5,Definitive,06/01/2018
SUCLA2,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP6,Definitive,04/18/2019
SUCLG1,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP6,Moderate,04/18/2019
SUFU,medulloblastoma,AD,"Hereditary Cancer",SOP6,Definitive,10/11/2018
SUGCT,"glutaric acidemia type 3",AR,Aminoacidopathy,SOP7,Moderate,09/25/2020
SUOX,"isolated sulfite oxidase deficiency",AR,Aminoacidopathy,SOP6,Definitive,03/22/2019
SURF1,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP6,Definitive,04/08/2019
SYN1,"complex neurodevelopmental disorder",XL,"Intellectual Disability and Autism",SOP6,Moderate,12/05/2018
SYNE4,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP7,Moderate,02/06/2020
SYNGAP1,"complex neurodevelopmental disorder",AD,Epilepsy,SOP6,Definitive,04/02/2019
SYP,"non-syndromic X-linked intellectual disability",XL,"Intellectual Disability and Autism",SOP8,Moderate,12/16/2020
TACO1,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP6,Moderate,10/16/2019
TAT,"tyrosinemia type II",AR,Aminoacidopathy,SOP7,Definitive,06/29/2020
TBC1D24,"DOORS syndrome",AR,"Hearing Loss",SOP6,Definitive,03/11/2020
TBC1D24,"nonsyndromic genetic deafness",AD,"Hearing Loss",SOP6,Limited,03/27/2018
TBL1XR1,"complex neurodevelopmental disorder",AD,"Intellectual Disability and Autism",SOP7,Definitive,07/07/2020
TBR1,"complex neurodevelopmental disorder",AD,"Intellectual Disability and Autism",SOP7,Definitive,03/25/2020
TBX20,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Limited,08/12/2020
TBXA2R,"qualitative platelet defect",AD,"Hemostasis Thrombosis",SOP7,Moderate,12/16/2020
TCAP,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Limited,08/12/2020
TCAP,"hypertrophic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP7,Limited,05/01/2020
TCF20,"developmental delay with variable intellectual impairment and behavioral abnormalities",AD,"Syndromic Disorders",SOP7,Definitive,10/07/2020
TCF4,"Pitt-Hopkins syndrome",AD,"Rett and Angelman-like Disorders",SOP5,Definitive,05/02/2018
TCOF1,"Treacher-Collins syndrome",AD,"Hearing Loss",SOP6,Definitive,09/17/2019
TDO2,"familial hypertryptophanemia",AR,Aminoacidopathy,SOP7,Limited,07/10/2020
TECTA,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP5,Definitive,09/12/2018
TECTA,"nonsyndromic genetic deafness",AD,"Hearing Loss",SOP6,Definitive,01/02/2018
TERT,"dyskeratosis congenita, autosomal dominant 2",SD,"Hereditary Cancer",SOP7,Definitive,07/30/2020
TGFB2,"familial thoracic aortic aneurysm and aortic dissection",AD,"Familial Thoracic Aortic Aneurysm and Dissection",SOP4,Definitive,05/06/2016
TGFB3,"familial thoracic aortic aneurysm and aortic dissection",AD,"Familial Thoracic Aortic Aneurysm and Dissection",SOP4,Limited,12/22/2016
TGFB3,"arrhythmogenic right ventricular cardiomyopathy",AD,"Arrhythmogenic Right Ventricular Cardiomyopathy",SOP7,Limited,08/16/2019
TGFBR1,"familial thoracic aortic aneurysm and aortic dissection",AD,"Familial Thoracic Aortic Aneurysm and Dissection",SOP4,Definitive,10/12/2016
TGFBR1,"multiple self-healing squamous epithelioma",AD,"Hereditary Cancer",SOP6,Definitive,12/20/2019
TGFBR1,"Loeys-Dietz syndrome",AD,"General Gene Curation",SOP6,Definitive,03/27/2019
TGFBR2,"familial thoracic aortic aneurysm and aortic dissection",AD,"Familial Thoracic Aortic Aneurysm and Dissection",SOP4,Definitive,02/15/2016
TGFBR2,"Loeys-Dietz syndrome 2",AD,"General Gene Curation",SOP7,Definitive,11/25/2020
TH,"tyrosine hydroxylase deficiency",AR,Aminoacidopathy,SOP6,Definitive,03/22/2019
TIMM8A,"deafness dystonia syndrome",XL,"Hearing Loss",SOP6,Definitive,12/19/2017
TJP1,"arrhythmogenic right ventricular cardiomyopathy",AD,"Arrhythmogenic Right Ventricular Cardiomyopathy",SOP7,Limited,02/08/2019
TJP2,"nonsyndromic genetic deafness",AD,"Hearing Loss",SOP6,Limited,12/19/2017
TMC1,"autosomal recessive nonsyndromic deafness 7",AR,"Hearing Loss",SOP4,Definitive,02/15/2017
TMC1,"nonsyndromic genetic deafness",AD,"Hearing Loss",SOP6,Definitive,06/22/2018
TMEM132E,"autosomal recessive nonsyndromic deafness",AR,"Hearing Loss",SOP5,Limited,11/21/2017
TMEM43,"arrhythmogenic right ventricular dysplasia 5",AD,"Arrhythmogenic Right Ventricular Cardiomyopathy",SOP7,Definitive,10/26/2018
TMIE,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Definitive,09/29/2017
TMPO,"familial isolated dilated cardiomyopathy",AD,"General Gene Curation",SOP4,Refuted,11/30/2016
TMPO,"hypertrophic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP5,"No Known Disease Relationship",08/01/2018
TMPRSS3,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Definitive,08/22/2017
TMTC2,"nonsyndromic genetic deafness",AD,"Hearing Loss",SOP5,Disputed,08/22/2018
TNC,"nonsyndromic genetic deafness",AD,"Hearing Loss",SOP6,Limited,03/20/2018
TNFRSF13B,"immunodeficiency, common variable, 2",AR,"Antibody Immunodeficiencies",SOP8,Definitive,01/20/2021
TNNC1,"hypertrophic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP5,Moderate,11/01/2016
TNNC1,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Definitive,10/09/2020
TNNC1,"arrhythmogenic right ventricular cardiomyopathy",AD,"Arrhythmogenic Right Ventricular Cardiomyopathy",SOP7,"No Known Disease Relationship",09/13/2019
TNNC2,"hypertrophic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP5,"No Known Disease Relationship",04/04/2017
TNNI3,"arrhythmogenic right ventricular cardiomyopathy",AD,"Arrhythmogenic Right Ventricular Cardiomyopathy",SOP7,"No Known Disease Relationship",07/16/2019
TNNI3,"hypertrophic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP7,Definitive,09/05/2017
TNNI3,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Moderate,10/09/2020
TNNI3K,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Limited,08/12/2020
TNNT1,"nemaline myopathy 5",AR,"Congenital Myopathies",SOP7,Definitive,05/07/2020
TNNT1,"nemaline myopathy",AD,"Congenital Myopathies",SOP7,Limited,06/22/2020
TNNT2,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Definitive,10/09/2020
TNNT2,"arrhythmogenic right ventricular cardiomyopathy",AD,"Arrhythmogenic Right Ventricular Cardiomyopathy",SOP7,"No Known Disease Relationship",07/16/2019
TNNT2,"hypertrophic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP7,Definitive,02/04/2021
TNNT3,"nemaline myopathy",AR,"Congenital Myopathies",SOP7,Limited,02/24/2020
TNRC6B,"complex neurodevelopmental disorder",AD,"Intellectual Disability and Autism",SOP8,Definitive,01/06/2021
TP53,"familial ovarian cancer",AD,"Breast/Ovarian Cancer",SOP4,Limited,01/10/2018
TP53,"Li-Fraumeni syndrome 1",AD,"Hereditary Cancer",SOP7,Definitive,05/14/2020
TPK1,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Moderate,01/14/2021
TPM1,"hypertrophic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP5,Definitive,12/20/2016
TPM1,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Moderate,11/13/2020
TPM1,"arrhythmogenic right ventricular cardiomyopathy",AD,"Arrhythmogenic Right Ventricular Cardiomyopathy",SOP7,"No Known Disease Relationship",09/13/2019
TPM2,"TPM2-related myopathy",AD,"Congenital Myopathies",SOP8,Definitive,01/04/2021
TPM3,"TPM3-related myopathy",SD,"Congenital Myopathies",SOP7,Definitive,11/03/2020
TPP1,"neuronal ceroid lipofuscinosis",AR,Epilepsy,SOP7,Definitive,09/26/2020
TPRN,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Definitive,09/12/2017
TRAPPC9,"intellectual disability-obesity-brain malformations-facial dysmorphism syndrome",AR,"Intellectual Disability and Autism",SOP7,Definitive,08/15/2020
TRDN,"long QT syndrome",AR,"Long QT Syndrome",SOP7,Strong,04/24/2020
TRIM32,"autosomal recessive limb-girdle muscular dystrophy",AR,"Limb Girdle Muscular Dystrophy",SOP7,Definitive,11/05/2020
TRIM63,"hypertrophic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP5,Limited,08/01/2018
TRIOBP,"autosomal recessive nonsyndromic deafness",AR,"Hearing Loss",SOP5,Definitive,06/06/2017
TRMU,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Moderate,01/21/2021
TRPM4,"Brugada syndrome",AD,"Brugada Syndrome",SOP5,Disputed,11/21/2017
TRPV4,"metatropic dysplasia",AD,"Skeletal Disorders",SOP8,Definitive,12/08/2020
TSC1,"tuberous sclerosis",AD,"General Gene Curation",SOP6,Definitive,01/23/2019
TSC2,"tuberous sclerosis",AD,"General Gene Curation",SOP6,Definitive,01/23/2019
TSFM,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP7,Moderate,02/12/2020
TSHZ1,"aural atresia, congenital",AD,"Syndromic Disorders",SOP7,Limited,08/25/2020
TSPAN7,"non-syndromic X-linked intellectual disability",XL,"Intellectual Disability and Autism",SOP8,Moderate,03/05/2021
TSPEAR,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Disputed,09/26/2017
TTC19,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP6,Definitive,09/19/2019
TTN,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Definitive,11/06/2020
TTN,"arrhythmogenic right ventricular cardiomyopathy",AD,"Arrhythmogenic Right Ventricular Cardiomyopathy",SOP7,Limited,08/06/2019
TTN,"hypertrophic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP5,Limited,12/12/2016
TTR,"hereditary ATTR amyloidosis",AD,"Hypertrophic Cardiomyopathy",SOP5,Definitive,12/11/2017
TUBB2B,"complex cortical dysplasia with other brain malformations",AD,"Brain Malformations",SOP7,Definitive,04/26/2020
TUBB4B,"Leber congenital amaurosis with early-onset deafness",AD,"Hearing Loss",SOP6,Moderate,06/26/2018
TUSC3,"intellectual disability",AR,"Intellectual Disability and Autism",SOP7,Definitive,04/07/2020
TWIST1,"Saethre-Chotzen syndrome",AD,"Craniofacial Malformations",SOP8,Definitive,01/28/2021
TYR,"oculocutaneous albinism type 1",AR,Aminoacidopathy,SOP7,Definitive,08/28/2020
UBE2A,"syndromic X-linked intellectual disability Nascimento type",XL,"Intellectual Disability and Autism",SOP5,Definitive,07/13/2018
UBE3A,"Angelman syndrome",AD,"Rett and Angelman-like Disorders",SOP5,Definitive,05/02/2018
UMOD,"autosomal dominant medullary cystic kidney disease with hyperuricemia",AD,"Kidney Cystic and Ciliopathy Disorders",SOP8,Definitive,02/08/2021
UPF3B,"complex neurodevelopmental disorder",XL,"Intellectual Disability and Autism",SOP6,Definitive,07/03/2019
UQCRQ,"Leigh syndrome",AR,"Mitochondrial Diseases",SOP6,Limited,10/16/2019
USH1C,"Usher syndrome type 1",AR,"Hearing Loss",SOP4,Definitive,02/15/2017
USH1C,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Limited,06/11/2018
USH1G,"Usher syndrome type 1",AR,"Hearing Loss",SOP4,Definitive,02/15/2017
USH1G,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Disputed,05/21/2019
USH2A,"Usher syndrome type 2",AR,"Hearing Loss",SOP4,Definitive,02/15/2017
VCL,"hypertrophic cardiomyopathy",AD,"Hypertrophic Cardiomyopathy",SOP5,Limited,06/01/2017
VCL,"dilated cardiomyopathy",AD,"Dilated Cardiomyopathy",SOP7,Moderate,11/06/2020
VHL,"von Hippel-Lindau disease",AD,"Hereditary Cancer",SOP7,Definitive,05/14/2020
VIPAS39,"arthrogryposis, renal dysfunction, and cholestasis 2",AR,"Hemostasis Thrombosis",SOP7,Definitive,12/16/2020
VKORC1,"vitamin K-dependent clotting factors, combined deficiency of, type 2",AR,"Hemostasis Thrombosis",SOP7,Moderate,06/24/2020
VPS13B,"Cohen syndrome",AR,"Intellectual Disability and Autism",SOP6,Definitive,11/13/2018
VPS33B,"arthrogryposis, renal dysfunction, and cholestasis 1",AR,"Hemostasis Thrombosis",SOP7,Definitive,03/24/2021
VPS8,"arthrogryposis multiplex congenita",AR,"General Gene Curation",SOP4,Limited,11/24/2016
VWF,"hereditary von Willebrand disease",AD,"Hemostasis Thrombosis",SOP7,Definitive,09/23/2020
VWF,"von Willebrand disease type 2B",AD,"Hemostasis Thrombosis",SOP7,Definitive,09/23/2020
WAS,"Wiskott-Aldrich syndrome",XL,"Hereditary Cancer",SOP6,Definitive,10/12/2018
WBP2,"autosomal recessive nonsyndromic deafness",AR,"Hearing Loss",SOP6,Limited,12/09/2018
WDR45,"complex neurodevelopmental disorder",XL,Epilepsy,SOP6,Definitive,06/18/2019
WFS1,"Wolfram-like syndrome",AD,"Hearing Loss",SOP6,Definitive,04/17/2018
WFS1,"Wolfram syndrome",AR,"Hearing Loss",SOP5,Definitive,09/11/2018
WHRN,"Usher syndrome type 2D",AR,"Hearing Loss",SOP4,Definitive,05/10/2017
WHRN,"nonsyndromic genetic deafness",AR,"Hearing Loss",SOP6,Moderate,12/26/2018
WNT5A,"autosomal dominant Robinow syndrome",AD,"Syndromic Disorders",SOP8,Moderate,02/03/2021
WRAP53,"dyskeratosis congenita",AR,"General Gene Curation",SOP4,Moderate,01/25/2017
WRN,"Werner syndrome",AR,"Hereditary Cancer",SOP6,Definitive,10/09/2018
WT1,"Wilms tumor 1",AD,"Hereditary Cancer",SOP7,Definitive,07/30/2020
XPA,"xeroderma pigmentosum group A",AR,"Hereditary Cancer",SOP6,Definitive,11/02/2018
XPC,"xeroderma pigmentosum group C",AR,"Hereditary Cancer",SOP6,Definitive,11/02/2018
XRCC2,"hereditary breast carcinoma",AD,"Breast/Ovarian Cancer",SOP4,Limited,05/10/2017
XRCC2,"familial ovarian cancer",AD,"Breast/Ovarian Cancer",SOP4,"No Known Disease Relationship",04/26/2017
XRCC4,"hereditary nonpolyposis colon cancer",AD,"Colon Cancer",SOP4,Limited,05/08/2017
YARS1,"Charcot-Marie-Tooth disease",AD,Charcot-Marie-Tooth,SOP7,Definitive,04/28/2020
ZC4H2,"X-linked syndromic intellectual disability",XL,"Intellectual Disability and Autism",SOP7,Definitive,10/21/2020
ZDHHC9,"syndromic X-linked intellectual disability Raymond type",XL,"Intellectual Disability and Autism",SOP7,Definitive,08/12/2020
ZEB2,"Mowat-Wilson syndrome",AD,"Intellectual Disability and Autism",SOP5,Definitive,05/24/2018
ZNF292,"complex neurodevelopmental disorder",AD,"Intellectual Disability and Autism",SOP7,Definitive,05/06/2020
ZNF41,"non-syndromic X-linked intellectual disability",XL,"Intellectual Disability and Autism",SOP7,Disputed,03/16/2021
ZNF462,"weiss-kruszka syndrome",AD,"Syndromic Disorders",SOP7,Definitive,08/25/2020
ZNF711,"X-linked complex neurodevelopmental disorder",XL,"Intellectual Disability and Autism",SOP7,Moderate,11/03/2020
,,,,,,
